date,symbol,close,ema20,ema50,ema200,rsi,atr,atr_pct,signal
2024-06-08,ETHUSDT,3688.13,3688.13,3688.13,3688.13,,,,WAIT
2024-06-09,ETHUSDT,3690.59,3688.364285714286,3688.2264705882353,3688.1544776119404,,,,WAIT
2024-06-10,ETHUSDT,3702.54,3689.714353741497,3688.7877854671283,3688.2976171381897,,,,WAIT
2024-06-11,ETHUSDT,3447.75,3666.6701295756397,3679.3353232919467,3685.9041085099493,,,,WAIT
2024-06-12,ETHUSDT,3618.32,3662.065355330341,3676.942565515792,3685.231629818308,,,,WAIT
2024-06-13,ETHUSDT,3441.73,3641.08103577507,3667.718543338702,3682.8087280290715,,,,WAIT
2024-06-14,ETHUSDT,3462.41,3624.0647466536348,3659.667227913655,3680.615705859628,,,,WAIT
2024-06-15,ETHUSDT,3565.8,3618.5157231628123,3655.9861601523353,3679.473261025204,,,,WAIT
2024-06-16,ETHUSDT,3591.88,3615.978987623497,3653.472193087538,3678.601686288635,,,,WAIT
2024-06-17,ETHUSDT,3497.26,3604.67241737364,3647.346224731164,3676.797291400191,,,,WAIT
2024-06-18,ETHUSDT,3424.01,3587.466472861865,3638.5879414083734,3674.2819949683485,,,,WAIT
2024-06-19,ETHUSDT,3529.29,3581.92585639883,3634.3017476276527,3672.8392885507533,,,,WAIT
2024-06-20,ETHUSDT,3506.61,3574.75291769418,3629.294228112843,3671.185265779104,,,,WAIT
2024-06-21,ETHUSDT,3492.78,3566.945973151877,3623.940728971163,3669.4100890051827,,159.5857142857142,4.569017066225591,WAIT
2024-06-22,ETHUSDT,3505.43,3561.087309042174,3619.2932494036663,3667.7784463285143,41.610183501405174,151.9378571428571,4.334357187074256,SHORT
2024-06-23,ETHUSDT,3474.54,3552.8447081810145,3613.6166513878366,3665.8556757182805,40.33117028417988,152.1871428571428,4.380065932674333,SHORT
2024-06-24,ETHUSDT,3280.3,3526.888069306632,3600.545410156941,3662.019300835512,33.75425150437846,163.87428571428563,4.995710322662124,SHORT
2024-06-25,ETHUSDT,3419.6,3516.6701579440955,3593.449511719414,3659.60716848889,48.81128330729276,157.39285714285708,4.6026686496332045,SHORT
2024-06-26,ETHUSDT,3361.69,3501.9101429018006,3584.360903416692,3656.642818553677,38.02350217941177,147.2407142857142,4.379961099497997,SHORT
2024-06-27,ETHUSDT,3452.75,3497.2282245302004,3579.1996915179984,3654.6140342894614,50.558902886819624,144.33285714285708,4.180229010002377,WAIT
2024-06-28,ETHUSDT,3413.61,3489.2645840987525,3572.705978125136,3652.2159841970292,47.57049545961448,142.90642857142848,4.186372449442921,SHORT
